scorer,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
2136,184.967,51.138,1.0,184.921,61.233,1.0,185.9,72.399,1.0,186.302,88.193,1.0,185.711,105.405,1.0,183.613,124.461,1.0,181.4,143.173,1.0,178.248,160.688,1.0,175.536,179.838,1.0,173.142,199.389,1.0,167.301,214.877,1.0,167.591,223.469,1.0
2137,184.982,51.138,1.0,184.927,61.217,1.0,185.967,72.345,1.0,186.335,88.273,1.0,185.661,105.584,1.0,183.531,124.57,1.0,181.272,143.335,1.0,178.232,160.804,1.0,175.537,179.91,1.0,173.143,199.539,1.0,167.652,215.093,1.0,168.497,225.151,1.0
2138,185.039,51.318,1.0,184.994,61.46,1.0,185.979,72.575,1.0,186.652,88.429,1.0,186.141,105.206,1.0,183.631,124.084,1.0,181.31,142.967,1.0,178.158,160.844,1.0,175.784,180.195,1.0,173.247,199.982,1.0,167.737,215.623,1.0,168.689,225.128,1.0
2139,185.05,51.425,1.0,185.014,61.481,1.0,185.897,72.58,1.0,186.98,88.139,1.0,186.677,104.498,1.0,183.468,123.507,1.0,181.415,142.4,1.0,178.487,161.174,1.0,176.297,180.945,1.0,173.733,200.641,1.0,168.698,216.196,1.0,167.621,223.56,1.0
2140,185.121,51.407,1.0,185.056,61.499,1.0,185.948,72.619,1.0,186.964,88.255,1.0,186.609,104.544,1.0,183.395,123.489,1.0,181.64,142.07,1.0,178.787,160.326,1.0,176.267,180.238,1.0,173.728,199.827,1.0,168.469,215.496,1.0,167.516,223.678,1.0
2141,185.127,51.377,1.0,185.085,61.416,1.0,185.92,72.465,1.0,186.804,87.973,1.0,186.612,104.258,1.0,183.387,123.293,1.0,181.394,142.324,1.0,178.743,160.438,1.0,176.364,180.803,1.0,173.621,200.118,1.0,168.388,215.757,1.0,167.513,223.357,1.0
2142,185.148,51.319,1.0,185.111,61.417,1.0,185.888,72.44,1.0,186.583,87.979,1.0,186.457,104.447,1.0,183.35,123.557,1.0,181.386,142.447,1.0,178.727,160.439,1.0,176.122,180.511,1.0,173.426,200.024,1.0,167.771,215.546,1.0,167.325,223.531,1.0
2143,185.182,51.452,1.0,185.144,61.463,1.0,185.804,72.511,1.0,186.572,87.718,1.0,186.568,103.81,1.0,183.012,123.054,1.0,181.16,142.083,1.0,177.894,160.839,1.0,176.151,181.049,1.0,173.4,200.833,1.0,168.283,216.327,1.0,168.858,225.561,1.0
2144,185.217,51.424,1.0,185.146,61.534,1.0,185.734,72.599,1.0,186.48,88.075,1.0,186.237,104.529,1.0,183.263,123.644,1.0,181.167,142.784,1.0,177.992,160.82,1.0,175.964,180.574,1.0,173.444,200.32,1.0,167.978,216.072,1.0,168.752,225.272,1.0
2145,185.165,51.457,1.0,185.114,61.525,1.0,185.85,72.585,1.0,186.565,88.158,1.0,186.241,104.507,1.0,183.384,123.621,1.0,181.17,142.694,1.0,178.41,160.968,1.0,175.961,180.549,1.0,173.397,200.245,1.0,167.68,215.854,1.0,168.753,225.156,1.0
2146,185.195,51.439,1.0,185.135,61.47,1.0,185.835,72.494,1.0,186.562,88.019,1.0,186.355,104.329,1.0,183.336,123.47,1.0,181.298,142.447,1.0,178.513,160.6,1.0,176.111,180.351,1.0,173.408,199.97,1.0,167.986,215.528,1.0,167.653,223.783,1.0
2147,185.126,51.47,1.0,185.057,61.508,1.0,185.954,72.545,1.0,186.629,88.406,1.0,185.965,105.207,1.0,183.406,124.327,1.0,181.171,143.31,1.0,178.672,161.227,1.0,176.183,180.758,1.0,173.62,200.38,1.0,168.579,216.051,1.0,167.908,223.718,1.0
2148,185.148,51.263,1.0,185.079,61.3,1.0,185.808,72.355,1.0,186.185,87.76,1.0,186.208,104.772,1.0,183.471,123.93,1.0,181.376,142.847,1.0,178.463,161.034,1.0,176.415,180.254,1.0,173.58,200.301,1.0,168.612,215.749,1.0,167.778,223.79,1.0
2149,185.199,51.204,1.0,185.161,61.112,1.0,185.941,72.16,1.0,186.426,87.274,1.0,186.668,103.865,1.0,183.6,123.229,1.0,181.473,142.188,1.0,178.658,160.593,1.0,176.29,179.914,1.0,173.557,199.852,1.0,168.146,215.122,1.0,167.465,223.681,1.0
2150,185.267,51.257,1.0,185.166,61.157,1.0,185.99,72.197,1.0,186.714,87.265,1.0,186.844,103.546,1.0,183.649,122.95,1.0,181.503,141.719,1.0,178.49,160.138,1.0,176.308,180.231,1.0,173.36,200.167,1.0,167.78,215.207,1.0,168.571,225.316,1.0
2151,185.257,51.247,1.0,185.162,61.187,1.0,185.911,72.233,1.0,186.592,87.377,1.0,186.666,103.737,1.0,183.556,123.243,1.0,181.33,142.379,1.0,178.256,161.028,1.0,176.117,180.885,1.0,173.412,201.026,1.0,168.092,215.695,1.0,168.516,225.488,1.0
2152,185.152,51.219,1.0,185.115,61.086,1.0,185.711,72.158,1.0,186.337,87.125,1.0,186.445,104.737,1.0,183.376,122.624,1.0,181.254,141.781,1.0,178.253,160.97,1.0,176.249,180.992,1.0,173.38,200.88,1.0,167.787,215.511,1.0,168.598,225.206,1.0
2153,185.258,51.332,1.0,185.168,61.214,1.0,185.838,72.378,1.0,186.643,87.369,1.0,186.751,103.71,1.0,183.413,122.946,1.0,181.014,142.43,1.0,178.389,161.15,1.0,176.372,181.129,1.0,173.395,200.937,1.0,168.017,215.695,1.0,168.64,225.366,1.0
2154,185.26,51.331,1.0,185.149,61.261,1.0,185.698,72.44,1.0,186.455,87.516,1.0,186.67,103.868,1.0,183.283,123.093,1.0,180.998,142.56,1.0,178.334,161.004,1.0,176.239,180.9,1.0,173.557,200.575,1.0,167.988,215.673,1.0,167.371,223.804,1.0
2155,185.207,51.287,1.0,185.075,61.282,1.0,185.676,72.453,1.0,186.589,87.677,1.0,186.541,104.206,1.0,183.507,123.386,1.0,181.098,142.893,1.0,178.549,160.989,1.0,176.472,180.56,1.0,173.486,200.218,1.0,168.348,215.296,1.0,167.543,223.838,1.0
2156,185.258,51.354,1.0,185.088,61.372,1.0,185.708,72.483,1.0,186.704,87.775,1.0,186.815,104.114,1.0,183.882,123.313,1.0,181.588,142.315,1.0,178.825,160.687,1.0,176.242,180.482,1.0,173.389,200.298,1.0,167.949,215.345,1.0,167.323,223.886,1.0
2157,185.207,51.3,1.0,185.083,61.226,1.0,185.741,72.332,1.0,186.582,87.36,1.0,186.911,103.596,1.0,183.687,122.988,1.0,181.266,142.383,1.0,178.627,161.111,1.0,176.157,181.098,1.0,173.378,200.98,1.0,167.714,215.597,1.0,167.16,223.838,1.0
2158,185.224,51.323,1.0,185.078,61.294,1.0,185.798,72.385,1.0,186.53,87.334,1.0,186.949,103.426,1.0,183.463,122.747,1.0,181.169,141.868,1.0,178.574,160.612,1.0,176.394,180.791,1.0,173.381,200.441,1.0,167.434,215.21,1.0,168.717,224.964,1.0
2159,185.208,51.314,1.0,185.068,61.36,1.0,185.731,72.467,1.0,186.588,87.508,1.0,186.875,103.589,1.0,183.481,122.781,1.0,181.133,141.804,1.0,178.615,160.621,1.0,176.401,180.15,1.0,173.27,199.784,1.0,167.38,214.791,1.0,168.662,224.778,1.0
2160,184.939,51.095,1.0,184.876,61.161,1.0,185.538,72.436,1.0,185.956,87.947,1.0,186.291,104.173,1.0,183.702,123.299,1.0,181.769,141.874,1.0,178.188,160.291,1.0,175.764,179.442,1.0,173.142,199.124,1.0,167.581,215.074,1.0,167.933,223.254,1.0
2161,184.931,51.082,1.0,184.82,61.132,1.0,185.538,72.38,1.0,186.007,87.522,1.0,186.411,103.693,1.0,183.843,122.963,1.0,181.998,141.582,1.0,178.372,160.025,1.0,176.097,179.553,1.0,173.283,198.908,1.0,167.945,214.93,1.0,168.36,223.467,1.0
2162,185.054,51.141,1.0,184.934,61.088,1.0,185.672,72.326,1.0,186.194,87.183,1.0,186.706,103.317,1.0,183.911,122.686,1.0,182.043,141.233,1.0,178.821,160.315,1.0,176.572,179.459,1.0,173.6,199.017,1.0,168.593,214.537,1.0,168.926,223.325,1.0
2163,185.153,51.187,1.0,185.047,61.143,1.0,185.765,72.253,1.0,186.439,87.42,1.0,186.361,103.974,1.0,183.918,123.31,1.0,181.843,142.23,1.0,178.468,160.841,1.0,176.208,180.215,1.0,173.246,199.753,1.0,168.574,215.296,1.0,169.187,223.443,1.0
2164,185.179,51.101,1.0,185.079,61.036,1.0,185.986,72.162,1.0,186.519,87.523,1.0,186.305,104.167,1.0,183.987,123.332,1.0,181.84,142.42,1.0,178.629,160.924,1.0,176.182,180.271,1.0,173.242,199.824,1.0,168.233,215.336,1.0,167.729,223.609,1.0
2165,185.131,51.137,1.0,185.089,61.023,1.0,186.087,72.133,1.0,186.643,87.415,1.0,186.68,103.601,1.0,183.886,122.68,1.0,181.647,141.844,1.0,178.386,160.415,1.0,176.126,180.09,1.0,173.262,199.464,1.0,168.412,215.305,1.0,168.884,223.62,1.0
2166,185.142,51.185,1.0,185.072,61.108,1.0,185.98,72.212,1.0,186.462,87.608,1.0,186.222,104.101,1.0,183.766,123.207,1.0,181.333,142.493,1.0,178.347,160.914,1.0,175.912,180.182,1.0,173.268,199.752,1.0,168.279,215.407,1.0,167.736,223.516,1.0
2167,185.123,51.278,1.0,185.067,61.083,1.0,186.005,72.221,1.0,186.782,87.317,1.0,186.864,103.383,1.0,183.719,122.437,1.0,181.756,141.901,1.0,177.98,160.822,1.0,176.035,180.764,1.0,173.332,200.507,1.0,168.073,215.85,1.0,167.931,223.492,1.0
2168,185.118,51.201,1.0,185.093,61.028,1.0,185.953,72.13,1.0,186.554,87.132,1.0,186.646,103.522,1.0,183.705,122.58,1.0,181.661,142.003,1.0,178.3,161.04,1.0,176.159,180.731,1.0,173.331,200.53,1.0,168.246,215.694,1.0,167.813,223.624,1.0
2169,185.092,51.237,1.0,185.02,61.08,1.0,185.945,72.191,1.0,186.587,87.601,1.0,186.509,103.976,1.0,183.891,123.005,1.0,181.747,142.416,1.0,178.505,161.08,1.0,176.06,180.628,1.0,173.291,200.295,1.0,168.31,215.53,1.0,167.873,223.832,1.0
2170,185.124,51.226,1.0,185.049,61.061,1.0,185.941,72.067,1.0,186.577,87.286,1.0,186.816,103.487,1.0,186.44,121.756,1.0,182.06,141.717,1.0,178.764,160.925,1.0,176.515,180.808,1.0,173.529,200.401,1.0,168.675,215.7,1.0,169.366,223.647,1.0
2171,185.135,51.293,1.0,185.032,61.172,1.0,185.912,72.172,1.0,186.69,87.361,1.0,186.654,103.542,1.0,186.444,121.875,1.0,182.105,141.791,1.0,178.853,160.897,1.0,176.524,180.879,1.0,173.688,200.388,1.0,168.751,215.708,1.0,169.508,223.768,1.0
2172,185.123,51.209,1.0,185.252,61.161,1.0,186.228,72.021,1.0,186.649,87.482,1.0,186.917,104.027,1.0,186.264,122.39,1.0,182.071,141.803,1.0,178.694,160.826,1.0,176.049,179.604,1.0,173.395,199.464,1.0,168.008,215.13,1.0,168.498,225.232,1.0
2173,184.925,51.226,1.0,185.007,61.194,1.0,186.133,72.088,1.0,186.706,87.749,1.0,187.095,103.848,1.0,186.496,122.072,1.0,181.958,141.585,1.0,178.567,160.714,1.0,176.113,179.857,1.0,173.226,199.568,1.0,167.404,214.867,1.0,167.956,223.605,1.0
2174,185.067,51.067,1.0,185.135,60.941,1.0,186.214,71.806,1.0,186.674,87.309,1.0,186.798,103.51,1.0,183.774,122.87,1.0,181.643,141.592,1.0,178.609,160.337,1.0,176.089,179.847,1.0,173.242,199.018,1.0,167.134,214.381,1.0,168.065,223.328,1.0
2175,185.069,51.089,1.0,185.038,60.989,1.0,186.11,71.895,1.0,186.559,87.401,1.0,186.616,103.866,1.0,183.934,123.18,1.0,181.443,142.047,1.0,178.413,160.57,1.0,175.771,180.029,1.0,173.136,199.404,1.0,167.32,214.773,1.0,168.48,224.736,1.0
2176,185.075,51.048,1.0,185.002,60.96,1.0,186.13,71.951,1.0,186.482,87.338,1.0,186.528,104.058,1.0,183.871,123.396,1.0,181.657,142.488,1.0,178.668,161.459,1.0,175.892,180.781,1.0,173.378,200.436,1.0,167.441,215.685,1.0,168.688,225.171,1.0
2177,185.112,51.217,1.0,185.029,61.157,1.0,186.17,72.099,1.0,186.697,87.558,1.0,186.513,104.375,1.0,183.612,123.628,1.0,181.497,142.712,1.0,178.645,161.466,1.0,175.842,180.806,1.0,173.347,200.601,1.0,167.707,215.701,1.0,168.842,224.964,1.0
2178,185.12,51.162,1.0,185.007,61.115,1.0,186.157,72.061,1.0,186.574,87.561,1.0,186.441,104.377,1.0,183.609,123.576,1.0,181.435,142.561,1.0,178.874,160.959,1.0,176.14,180.268,1.0,173.362,199.921,1.0,167.847,215.14,1.0,167.05,223.815,1.0
2179,185.121,51.283,1.0,185.018,61.215,1.0,186.107,72.148,1.0,186.768,87.474,1.0,186.819,103.825,1.0,183.716,123.055,1.0,181.716,141.843,1.0,178.964,160.5,1.0,176.277,180.41,1.0,173.478,199.819,1.0,167.896,215.151,1.0,167.156,223.63,1.0
2180,185.179,51.077,1.0,185.136,60.898,1.0,186.165,71.932,1.0,186.699,87.153,1.0,186.901,103.366,1.0,183.711,122.604,1.0,181.706,141.41,1.0,178.966,160.401,1.0,176.311,180.126,1.0,173.576,199.595,1.0,168.215,214.997,1.0,167.099,223.522,1.0
2181,185.192,51.144,1.0,185.17,60.906,1.0,186.32,71.844,1.0,186.731,87.031,1.0,187.162,103.072,1.0,183.679,122.402,1.0,181.915,141.373,1.0,178.874,160.787,1.0,176.421,181.041,1.0,173.37,200.196,1.0,168.17,215.316,1.0,167.286,223.666,1.0
2182,185.185,51.161,1.0,185.137,61.017,1.0,186.265,71.985,1.0,186.796,87.42,1.0,186.818,104.0,1.0,183.873,123.141,1.0,181.676,141.954,1.0,178.961,160.705,1.0,176.266,179.967,1.0,173.506,199.597,1.0,167.934,214.763,1.0,167.005,223.547,1.0
2183,185.197,51.157,1.0,185.158,60.963,1.0,186.152,71.969,1.0,186.733,87.303,1.0,186.794,103.695,1.0,183.758,122.92,1.0,181.184,142.059,1.0,178.626,161.036,1.0,176.319,179.993,1.0,173.548,199.653,1.0,168.085,214.906,1.0,168.841,224.913,1.0
2184,185.212,51.119,1.0,185.201,61.118,1.0,186.21,72.055,1.0,186.286,87.608,1.0,186.207,104.347,1.0,183.629,123.552,1.0,181.538,142.343,1.0,178.392,160.455,1.0,175.744,179.767,1.0,173.147,199.199,1.0,168.367,214.938,1.0,167.54,224.337,1.0
2185,185.319,51.194,1.0,185.268,61.038,1.0,186.373,71.955,1.0,186.433,87.176,1.0,186.572,103.316,1.0,183.948,122.749,1.0,181.985,141.385,1.0,178.706,160.46,1.0,176.291,179.814,1.0,173.62,199.352,1.0,168.541,215.168,1.0,167.56,224.194,1.0
2186,185.475,51.228,1.0,185.461,61.045,1.0,186.505,71.887,1.0,186.542,87.223,1.0,186.568,103.492,1.0,183.832,122.796,1.0,181.937,141.653,1.0,178.771,160.826,1.0,176.183,179.765,1.0,173.712,199.401,1.0,168.603,215.203,1.0,167.563,224.082,1.0
2187,185.45,51.215,1.0,185.41,60.993,1.0,186.504,71.912,1.0,186.545,87.06,1.0,186.781,103.324,1.0,183.968,122.575,1.0,182.044,141.394,1.0,178.867,160.241,1.0,176.124,180.243,1.0,173.666,199.457,1.0,168.398,215.339,1.0,167.478,224.2,1.0
2188,185.474,51.185,1.0,185.458,60.916,1.0,186.544,71.859,1.0,186.679,87.016,1.0,186.824,103.261,1.0,183.761,122.43,1.0,181.685,141.448,1.0,178.56,160.557,1.0,175.951,180.467,1.0,173.228,199.863,1.0,168.239,215.658,1.0,167.506,224.399,1.0
2189,185.494,51.287,1.0,185.391,61.06,1.0,186.369,72.176,1.0,186.685,87.143,1.0,186.865,103.394,1.0,183.851,122.491,1.0,181.681,141.589,1.0,178.354,160.602,1.0,175.898,179.959,1.0,173.34,199.586,1.0,168.31,215.548,1.0,167.434,224.182,1.0
2190,185.424,51.26,1.0,185.407,61.044,1.0,186.527,72.103,1.0,186.771,87.202,1.0,186.774,103.574,1.0,183.807,122.551,1.0,181.663,141.615,1.0,178.495,160.497,1.0,175.92,179.614,1.0,173.428,199.057,1.0,168.209,214.904,1.0,167.441,224.024,1.0
2191,185.408,51.161,1.0,185.355,60.821,1.0,186.411,71.868,1.0,186.386,86.704,1.0,186.715,104.404,1.0,183.761,122.089,1.0,182.045,140.888,1.0,178.736,160.626,1.0,176.316,179.97,1.0,173.543,199.307,1.0,168.298,215.066,1.0,167.415,223.822,1.0
2192,185.43,51.221,1.0,185.45,60.957,1.0,186.51,71.921,1.0,186.487,86.992,1.0,186.894,103.338,1.0,186.445,121.55,1.0,181.979,141.746,1.0,178.671,161.275,1.0,175.997,180.531,1.0,173.335,200.277,1.0,168.305,215.84,1.0,167.289,224.091,1.0
2193,185.393,51.392,1.0,185.352,61.296,1.0,186.401,72.368,1.0,186.677,87.506,1.0,186.956,103.996,1.0,184.095,122.847,1.0,181.818,141.801,1.0,178.659,160.782,1.0,176.043,179.514,1.0,173.451,199.301,1.0,168.018,214.944,1.0,167.455,223.813,1.0
2194,185.306,51.406,1.0,185.292,61.36,1.0,186.352,72.404,1.0,186.634,87.553,1.0,186.9,104.081,1.0,184.094,123.058,1.0,182.034,141.814,1.0,178.766,160.723,1.0,176.018,179.831,1.0,173.405,199.501,1.0,168.214,215.274,1.0,167.634,223.721,1.0
2195,185.297,51.472,1.0,185.318,61.423,1.0,186.48,72.452,1.0,186.815,87.589,1.0,187.022,104.151,1.0,186.429,122.107,1.0,182.151,141.748,1.0,178.772,160.693,1.0,176.04,179.737,1.0,173.351,199.482,1.0,168.03,215.069,1.0,167.572,223.771,1.0
2196,185.051,51.22,1.0,185.006,61.172,1.0,185.838,72.324,1.0,186.273,87.696,1.0,186.205,104.553,1.0,183.439,123.936,1.0,181.427,142.552,1.0,178.306,160.752,1.0,175.73,179.329,1.0,173.015,199.277,1.0,167.909,215.159,1.0,168.296,225.378,1.0
2197,185.166,51.217,1.0,185.097,61.172,1.0,185.818,72.367,1.0,186.203,87.73,1.0,186.278,104.584,1.0,183.497,123.891,1.0,181.621,142.301,1.0,178.314,160.566,1.0,175.812,179.041,1.0,173.183,198.9,1.0,167.279,214.62,1.0,168.057,223.086,1.0
2198,185.285,51.442,1.0,185.165,61.54,1.0,185.649,72.64,1.0,186.13,87.97,1.0,186.335,104.673,1.0,183.352,123.829,1.0,181.322,142.317,1.0,178.093,160.593,1.0,175.82,179.296,1.0,173.137,198.939,1.0,167.508,214.676,1.0,168.149,223.062,1.0
2199,185.228,51.388,1.0,185.159,61.393,1.0,185.738,72.515,1.0,186.161,87.843,1.0,186.611,104.214,1.0,183.46,123.356,1.0,181.634,141.749,1.0,178.357,160.571,1.0,176.118,179.249,1.0,173.343,198.959,1.0,167.731,214.492,1.0,168.146,223.183,1.0
2200,185.288,51.546,1.0,185.162,61.611,1.0,185.804,72.682,1.0,186.529,88.119,1.0,186.745,104.436,1.0,183.706,123.533,1.0,181.887,141.95,1.0,178.595,160.839,1.0,175.987,179.771,1.0,173.405,199.75,1.0,167.861,215.245,1.0,168.651,225.117,1.0
2201,185.324,51.455,1.0,185.181,61.488,1.0,185.729,72.586,1.0,186.725,87.823,1.0,186.8,104.157,1.0,183.52,123.428,1.0,181.6,142.194,1.0,178.453,160.956,1.0,176.088,180.457,1.0,173.421,200.316,1.0,167.991,215.824,1.0,167.232,223.848,1.0
2202,185.279,51.421,1.0,185.224,61.197,1.0,185.842,72.248,1.0,186.578,87.132,1.0,186.928,103.207,1.0,183.455,122.629,1.0,182.038,141.172,1.0,178.679,160.823,1.0,176.198,180.078,1.0,173.484,199.982,1.0,168.059,215.477,1.0,167.295,223.826,1.0
2203,185.325,51.516,1.0,185.288,61.42,1.0,185.867,72.473,1.0,186.798,87.538,1.0,186.91,103.94,1.0,183.742,123.023,1.0,181.954,141.744,1.0,178.653,160.814,1.0,175.881,179.457,1.0,173.461,199.474,1.0,167.689,215.168,1.0,168.55,225.114,1.0
2204,185.323,51.344,1.0,185.278,61.249,1.0,185.886,72.314,1.0,186.606,87.479,1.0,186.686,103.957,1.0,183.453,123.21,1.0,181.608,141.924,1.0,178.453,160.909,1.0,175.806,179.845,1.0,173.121,199.566,1.0,167.558,214.975,1.0,168.132,223.175,1.0
2205,185.336,51.363,1.0,185.318,61.269,1.0,185.838,72.335,1.0,186.65,87.461,1.0,186.745,103.927,1.0,183.405,123.198,1.0,181.335,142.013,1.0,178.292,160.78,1.0,175.79,179.617,1.0,173.186,199.103,1.0,167.421,214.632,1.0,167.999,223.262,1.0
2206,185.353,51.451,1.0,185.337,61.359,1.0,185.872,72.421,1.0,186.788,87.667,1.0,186.789,103.938,1.0,183.288,123.066,1.0,181.274,141.983,1.0,178.356,160.815,1.0,176.068,180.038,1.0,173.364,199.708,1.0,167.574,214.985,1.0,168.467,225.016,1.0
2207,185.392,51.528,1.0,185.357,61.41,1.0,185.856,72.466,1.0,186.866,87.659,1.0,186.86,103.859,1.0,183.446,122.996,1.0,181.252,141.888,1.0,178.51,160.846,1.0,176.235,180.178,1.0,173.493,200.056,1.0,167.964,215.276,1.0,168.588,225.146,1.0
2208,185.076,51.095,1.0,184.954,61.034,1.0,185.957,72.145,1.0,186.301,87.397,1.0,186.894,103.652,1.0,183.617,123.007,1.0,181.761,141.694,1.0,178.547,160.484,1.0,176.226,180.072,1.0,173.488,199.86,1.0,168.609,215.436,1.0,168.012,224.07,1.0
2209,184.973,51.063,1.0,184.85,61.072,1.0,185.938,72.259,1.0,186.495,87.725,1.0,186.885,104.059,1.0,183.559,123.246,1.0,181.637,142.044,1.0,178.515,160.701,1.0,176.249,180.425,1.0,173.341,200.058,1.0,168.189,215.631,1.0,168.273,225.865,1.0
2210,185.05,51.041,1.0,184.939,61.023,1.0,185.954,72.117,1.0,186.382,87.738,1.0,186.564,104.264,1.0,183.284,123.464,1.0,181.349,142.465,1.0,178.454,160.809,1.0,176.144,180.135,1.0,173.284,199.932,1.0,167.995,215.144,1.0,168.441,225.427,1.0
2211,185.31,51.345,1.0,185.085,61.445,1.0,185.996,72.588,1.0,186.584,87.97,1.0,186.655,104.239,1.0,183.363,123.533,1.0,181.294,142.368,1.0,178.224,160.981,1.0,175.967,180.099,1.0,172.976,199.774,1.0,167.512,214.909,1.0,167.955,223.409,1.0
2212,185.204,51.007,1.0,185.033,61.024,1.0,185.987,72.117,1.0,186.283,87.741,1.0,186.452,104.283,1.0,183.462,123.566,1.0,181.423,142.51,1.0,178.57,161.009,1.0,175.836,180.036,1.0,173.085,199.644,1.0,167.252,214.917,1.0,168.033,223.366,1.0
2213,185.202,50.991,1.0,185.091,60.874,1.0,186.006,72.112,1.0,186.218,87.335,1.0,186.524,103.785,1.0,183.147,123.138,1.0,181.13,142.252,1.0,178.374,161.218,1.0,175.978,180.291,1.0,173.248,199.88,1.0,167.529,214.858,1.0,168.217,223.2,1.0
2214,185.195,51.107,1.0,185.009,61.06,1.0,185.93,72.336,1.0,186.336,87.555,1.0,186.466,104.157,1.0,182.961,123.407,1.0,180.985,142.574,1.0,178.396,161.491,1.0,176.289,181.13,1.0,173.306,200.575,1.0,167.756,215.437,1.0,168.662,224.977,1.0
2215,185.175,51.151,1.0,185.085,61.055,1.0,186.024,72.216,1.0,186.461,87.361,1.0,186.838,103.473,1.0,183.362,122.709,1.0,181.577,141.567,1.0,178.593,161.035,1.0,176.534,180.895,1.0,173.383,200.504,1.0,168.044,215.631,1.0,168.702,225.347,1.0
2216,185.125,50.981,1.0,185.087,60.963,1.0,186.063,72.124,1.0,186.341,87.785,1.0,186.418,104.272,1.0,183.426,123.487,1.0,181.562,142.247,1.0,178.661,160.706,1.0,176.14,180.299,1.0,173.303,199.906,1.0,167.927,215.105,1.0,168.649,224.944,1.0
2217,185.189,51.038,1.0,185.105,61.05,1.0,186.04,72.191,1.0,186.234,87.698,1.0,186.518,104.295,1.0,183.329,123.508,1.0,181.634,142.444,1.0,178.656,161.079,1.0,176.092,180.251,1.0,173.167,199.946,1.0,168.039,215.145,1.0,168.655,224.965,1.0
2218,185.377,51.247,1.0,185.242,61.246,1.0,185.97,72.443,1.0,186.435,87.77,1.0,186.75,104.172,1.0,183.34,123.192,1.0,181.537,142.103,1.0,178.451,160.823,1.0,175.886,180.289,1.0,173.029,199.931,1.0,167.805,215.151,1.0,168.701,224.978,1.0
2219,185.344,51.307,1.0,185.208,61.329,1.0,185.91,72.548,1.0,186.616,87.859,1.0,186.742,104.286,1.0,183.311,123.196,1.0,181.544,141.908,1.0,178.619,160.424,1.0,175.914,180.062,1.0,173.066,199.615,1.0,167.969,215.142,1.0,168.679,225.091,1.0
