scorer,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
491,844.202,563.019,1.0,730.274,545.65,1.0,598.725,535.566,1.0,432.679,565.601,1.0,278.68,653.59,1.0,155.249,795.134,1.0,92.377,955.66,1.0,69.793,1115.474,1.0,73.942,1266.037,1.0,100.296,1391.435,1.0,122.813,1500.505,1.0
492,827.721,539.624,1.0,714.192,528.722,1.0,582.302,524.631,1.0,419.903,567.281,1.0,264.124,653.999,1.0,151.546,798.557,1.0,92.25,955.748,1.0,70.529,1115.923,1.0,74.406,1265.398,1.0,104.033,1391.468,1.0,122.903,1500.402,1.0
493,803.343,516.41,1.0,697.098,514.771,1.0,556.782,519.194,1.0,407.814,563.971,1.0,260.147,656.148,1.0,148.03,801.896,1.0,92.384,956.945,1.0,71.024,1116.419,1.0,74.569,1266.377,1.0,104.563,1392.084,1.0,122.883,1500.41,1.0
494,781.772,499.689,1.0,667.774,499.509,1.0,549.224,510.107,1.0,395.307,556.681,1.0,259.316,655.532,1.0,146.056,807.269,1.0,92.911,957.382,1.0,74.263,1116.863,1.0,74.935,1268.113,1.0,100.584,1390.715,1.0,122.754,1500.277,1.0
495,764.494,482.822,1.0,659.545,486.704,1.0,531.157,507.683,1.0,388.241,557.586,1.0,250.997,659.275,1.0,146.069,806.115,1.0,93.187,957.405,1.0,74.573,1116.62,1.0,75.171,1269.193,1.0,100.731,1390.648,1.0,122.848,1500.276,1.0
496,748.989,461.367,1.0,644.147,471.474,1.0,515.607,500.99,1.0,372.698,557.025,0.9980000257492065,242.984,667.424,1.0,140.975,810.621,1.0,93.464,962.853,1.0,74.698,1116.566,1.0,75.292,1266.758,1.0,100.816,1390.517,1.0,122.799,1500.215,1.0
497,740.533,444.675,1.0,634.091,459.471,1.0,493.087,499.037,1.0,357.145,561.147,1.0,236.428,666.532,1.0,141.046,812.132,1.0,93.779,963.869,1.0,75.058,1116.411,1.0,74.858,1260.074,1.0,100.895,1388.563,1.0,122.887,1500.224,1.0
498,,,0.0,596.321,448.972,1.0,479.06,490.963,1.0,347.365,565.239,1.0,226.767,675.088,1.0,139.666,821.278,1.0,92.812,965.791,1.0,74.919,1116.51,1.0,74.982,1259.148,1.0,100.382,1387.071,1.0,122.895,1500.128,1.0
499,,,0.0,585.226,436.622,1.0,461.522,485.496,1.0,347.061,559.728,1.0,220.992,677.025,1.0,139.612,826.813,1.0,93.448,966.406,1.0,75.634,1116.844,1.0,75.196,1259.65,1.0,100.428,1388.999,1.0,123.05,1500.102,1.0
500,652.677,395.545,0.996999979019165,563.896,429.899,1.0,450.555,477.928,0.6019999980926514,445.691,481.945,1.0,216.801,676.215,1.0,139.806,827.1,0.9850000143051147,140.113,819.625,1.0,75.908,1117.34,1.0,80.58,1265.585,1.0,104.568,1394.706,1.0,122.223,1492.556,1.0
501,643.626,378.986,1.0,547.719,419.562,1.0,429.585,475.288,0.9589999914169312,437.392,475.83,1.0,210.681,682.641,1.0,134.574,828.42,1.0,91.957,972.513,1.0,76.126,1122.786,1.0,80.959,1266.097,1.0,103.692,1390.982,1.0,122.456,1492.281,1.0
502,627.658,362.757,1.0,530.483,413.046,1.0,427.508,467.558,1.0,306.447,565.946,1.0,202.759,684.759,1.0,133.943,829.202,1.0,92.361,972.776,1.0,77.605,1125.158,1.0,80.747,1264.55,1.0,103.754,1390.067,1.0,116.331,1483.657,1.0
503,595.395,355.533,1.0,507.627,403.268,1.0,411.366,468.218,0.9990000128746033,298.355,563.781,1.0,196.097,693.142,1.0,132.053,835.185,1.0,92.724,972.912,1.0,81.574,1124.211,1.0,82.944,1266.423,1.0,101.504,1384.677,1.0,116.501,1475.336,1.0
504,573.301,346.769,1.0,490.391,396.279,1.0,390.123,470.393,1.0,291.21,562.914,1.0,194.589,689.46,1.0,131.056,836.613,1.0,132.785,828.369,1.0,82.553,1126.076,1.0,83.224,1266.697,1.0,102.164,1379.607,1.0,115.701,1468.322,1.0
505,556.076,337.589,1.0,483.627,387.091,1.0,381.462,460.663,1.0,276.069,571.342,1.0,185.844,691.097,1.0,123.568,837.483,1.0,132.644,828.791,1.0,83.161,1126.125,1.0,84.086,1266.203,1.0,104.101,1379.566,1.0,115.694,1468.258,1.0
506,532.07,330.919,1.0,443.642,388.608,1.0,339.135,485.258,0.9980000257492065,262.714,573.839,1.0,178.441,704.217,1.0,123.629,839.223,1.0,93.826,979.229,1.0,83.675,1126.53,1.0,84.667,1266.751,1.0,103.775,1380.694,1.0,117.413,1477.868,1.0
507,514.808,321.914,1.0,422.539,395.87,1.0,331.71,483.24,1.0,251.185,580.019,0.8209999799728394,244.09,587.254,1.0,125.226,839.82,1.0,93.591,981.883,1.0,82.927,1130.266,1.0,88.427,1268.042,1.0,104.955,1382.521,1.0,117.343,1473.988,1.0
508,498.681,308.182,1.0,405.141,397.294,1.0,315.537,485.534,1.0,243.38,587.304,1.0,169.401,708.071,1.0,124.207,844.876,1.0,92.583,988.058,1.0,83.558,1130.96,1.0,89.111,1259.654,1.0,104.723,1380.886,1.0,117.039,1469.429,1.0
509,476.687,308.762,1.0,394.587,394.966,1.0,305.949,490.629,1.0,232.681,589.361,1.0,167.374,715.622,1.0,124.762,844.589,1.0,93.109,988.004,1.0,84.958,1131.845,1.0,89.045,1266.491,1.0,105.158,1379.567,1.0,117.431,1469.132,1.0
510,459.737,306.337,1.0,378.718,389.352,1.0,297.416,487.22,1.0,221.939,599.977,1.0,165.098,717.64,1.0,123.064,852.636,1.0,96.394,987.909,1.0,85.358,1131.965,1.0,89.414,1270.422,1.0,105.235,1379.75,1.0,117.18,1469.286,1.0
511,443.882,300.485,1.0,367.039,388.487,1.0,290.015,483.23,1.0,216.969,597.151,1.0,160.827,715.683,1.0,118.142,857.18,1.0,92.953,988.331,1.0,85.891,1132.356,1.0,89.114,1268.456,1.0,104.439,1380.546,1.0,117.023,1469.289,1.0
512,428.285,294.394,1.0,362.14,380.683,1.0,285.586,474.312,1.0,213.705,601.948,1.0,154.003,718.655,1.0,119.321,859.622,1.0,97.99,988.937,1.0,89.519,1131.27,1.0,89.331,1266.162,1.0,104.095,1378.183,1.0,117.096,1469.148,1.0
513,417.611,290.972,1.0,353.679,379.703,1.0,281.21,470.348,1.0,206.666,600.064,1.0,152.895,718.527,1.0,118.807,859.644,1.0,98.38,988.955,1.0,89.402,1130.574,1.0,90.061,1265.694,1.0,104.735,1378.885,1.0,117.488,1469.47,1.0
514,403.611,289.055,1.0,346.654,370.652,1.0,278.587,468.268,1.0,204.841,596.397,1.0,152.09,722.775,1.0,118.46,861.978,1.0,98.651,989.655,1.0,89.535,1131.315,1.0,90.586,1264.997,1.0,103.455,1374.972,1.0,117.301,1469.304,1.0
515,394.665,289.834,1.0,336.603,369.697,1.0,276.852,464.869,1.0,195.886,603.555,1.0,149.427,725.614,1.0,117.829,862.1,1.0,97.086,992.518,1.0,89.349,1131.285,1.0,90.428,1260.151,1.0,103.802,1374.764,1.0,116.849,1469.166,1.0
516,387.027,282.535,1.0,330.922,364.168,1.0,276.195,459.857,1.0,194.487,597.256,1.0,148.775,726.469,1.0,117.189,861.846,1.0,98.22,989.487,1.0,89.745,1131.75,1.0,91.077,1267.27,1.0,103.927,1373.798,1.0,116.923,1475.555,1.0
517,379.312,282.378,1.0,323.16,366.504,1.0,268.346,452.644,0.9330000281333923,193.865,604.063,1.0,147.098,731.897,1.0,115.762,868.535,0.9919999837875366,116.436,861.054,1.0,89.908,1131.629,1.0,90.659,1259.813,1.0,103.431,1374.901,1.0,117.74,1475.503,1.0
518,370.497,282.921,1.0,314.885,363.86,1.0,252.115,468.113,0.996999979019165,186.452,604.926,1.0,146.729,731.318,1.0,115.851,869.296,1.0,116.453,860.616,1.0,90.101,1131.081,1.0,91.77,1266.935,1.0,104.841,1379.118,1.0,117.77,1475.358,1.0
519,363.502,281.953,1.0,314.566,349.254,0.9039999842643738,251.205,467.716,0.9990000128746033,186.143,604.967,0.9980000257492065,146.747,731.318,1.0,108.777,868.362,0.9750000238418579,116.76,860.326,1.0,90.436,1131.128,0.9990000128746033,91.115,1260.12,1.0,102.342,1369.368,1.0,117.236,1468.838,1.0
520,348.75,284.042,1.0,299.465,355.877,0.42899999022483826,245.887,467.514,1.0,,,0.0,146.577,731.828,1.0,115.724,862.071,1.0,93.95,994.976,1.0,91.112,1130.307,0.9959999918937683,91.943,1252.161,0.9139999747276306,105.114,1364.304,1.0,117.065,1468.995,1.0
521,332.28,298.492,1.0,171.684,620.566,0.953000009059906,234.964,476.123,0.9980000257492065,170.32,628.294,0.9860000014305115,139.264,731.226,0.0989999994635582,147.008,733.232,1.0,99.435,988.172,1.0,90.746,1130.435,0.9990000128746033,91.922,1259.868,0.9120000004768372,105.576,1364.565,1.0,117.226,1468.18,1.0
522,317.652,307.321,1.0,219.068,492.358,0.9100000262260437,275.941,396.855,0.9850000143051147,171.864,620.128,0.9010000228881836,140.295,724.206,0.9589999914169312,115.679,868.262,1.0,98.799,994.332,1.0,92.025,1124.809,0.9879999756813049,92.141,1252.327,0.24300000071525574,106.029,1363.086,1.0,116.878,1462.321,1.0
523,316.014,297.853,1.0,228.325,477.143,0.843999981880188,218.786,485.07,1.0,170.904,627.364,0.9390000104904175,131.335,723.871,0.07800000160932541,115.785,868.188,0.9990000128746033,99.964,979.745,0.6460000276565552,92.105,1243.227,0.3310000002384186,99.578,1260.369,0.07000000029802322,106.694,1363.35,1.0,117.533,1462.226,1.0
524,301.232,299.18,1.0,170.803,610.828,0.9940000176429749,250.582,403.545,0.7509999871253967,124.601,772.094,0.19300000369548798,124.157,764.053,0.4970000088214874,116.34,875.683,0.9929999709129333,99.179,1004.443,0.9950000047683716,92.925,1123.304,0.5759999752044678,92.22,1115.934,0.15399999916553497,105.251,1358.125,1.0,117.875,1460.763,1.0
525,292.661,298.745,1.0,250.607,381.187,0.9950000047683716,212.548,484.2,0.9700000286102295,93.568,874.817,0.18400000035762787,124.342,740.098,0.1860000044107437,116.309,875.685,0.984000027179718,100.425,972.2,0.1340000033378601,99.839,1180.081,0.34599998593330383,99.095,1196.548,1.0,106.208,1355.805,1.0,117.688,1458.462,1.0
526,291.153,291.994,1.0,235.165,419.367,0.9710000157356262,203.178,492.863,0.968999981880188,109.319,924.058,0.3109999895095825,131.516,755.922,0.7680000066757202,116.141,884.004,0.9980000257492065,100.083,995.601,0.9769999980926514,99.33,1243.652,0.05900000035762787,91.914,1195.822,0.7929999828338623,106.077,1356.696,1.0,117.186,1462.989,1.0
527,284.137,291.362,1.0,234.097,397.785,0.7570000290870667,154.966,644.288,0.9639999866485596,155.883,634.968,0.9900000095367432,164.266,635.696,0.8230000138282776,115.805,883.101,0.9990000128746033,99.706,1019.755,0.38600000739097595,99.823,1179.606,0.8259999752044678,99.69,1196.311,1.0,106.942,1348.724,1.0,118.053,1459.18,1.0
528,269.521,292.385,1.0,234.686,385.509,0.9980000257492065,195.601,508.616,0.9959999918937683,109.609,923.357,0.9940000176429749,155.303,644.203,0.03500000014901161,115.205,882.209,1.0,108.562,932.076,0.7749999761581421,99.849,1179.876,0.5699999928474426,99.401,1189.933,0.9990000128746033,106.213,1340.739,1.0,117.918,1457.999,1.0
529,259.434,292.177,1.0,203.149,435.737,0.9390000104904175,107.995,940.53,0.9210000038146973,124.058,779.684,0.4129999876022339,108.545,884.686,0.9679999947547913,116.427,940.359,0.8640000224113464,107.768,947.678,0.9990000128746033,107.17,1180.246,0.5120000243186951,99.257,1189.227,1.0,106.554,1332.458,1.0,117.72,1458.031,1.0
530,252.671,298.901,1.0,213.074,412.456,0.921999990940094,123.35,764.508,1.0,154.327,620.077,0.9959999918937683,108.695,884.506,0.9440000057220459,115.422,947.72,0.9369999766349792,107.181,947.881,1.0,99.832,1179.688,0.3919999897480011,99.243,1190.288,1.0,106.894,1333.581,1.0,117.418,1452.412,1.0
531,244.158,298.692,1.0,187.649,467.943,0.15700000524520874,171.023,524.992,1.0,149.594,625.634,0.9990000128746033,108.511,876.058,0.04800000041723251,116.38,859.874,0.9190000295639038,107.249,955.788,1.0,92.532,1115.78,0.2630000114440918,99.226,1189.109,0.996999979019165,106.324,1333.025,1.0,116.691,1452.425,1.0
532,236.961,299.073,1.0,195.915,404.048,0.0820000022649765,171.514,516.794,1.0,147.534,643.816,0.8330000042915344,131.775,723.567,0.9190000295639038,115.423,867.858,0.6779999732971191,107.53,956.312,1.0,107.323,1187.718,0.09200000017881393,98.839,1188.406,0.9929999709129333,107.62,1347.768,1.0,116.997,1452.209,1.0
533,236.829,290.694,1.0,195.247,405.945,0.9990000128746033,163.732,524.623,0.9959999918937683,147.311,635.068,1.0,123.994,723.87,0.03700000047683716,116.123,827.987,0.8220000267028809,107.97,947.991,1.0,107.393,1180.187,0.2639999985694885,98.533,1196.098,0.9980000257492065,106.018,1340.595,1.0,117.148,1452.687,1.0
534,226.83,298.385,1.0,187.222,419.452,0.9350000023841858,171.016,509.495,1.0,146.412,635.856,1.0,124.217,732.063,0.3790000081062317,115.985,844.493,0.8259999752044678,108.255,949.278,1.0,99.857,1179.541,0.4269999861717224,99.333,1196.189,1.0,107.219,1356.69,0.9279999732971191,116.573,1452.596,1.0
535,219.1,306.101,1.0,185.457,404.125,1.0,165.096,506.39,1.0,147.703,597.615,0.9890000224113464,108.202,844.096,0.02800000086426735,131.694,739.4,0.5220000147819519,107.874,957.078,1.0,99.883,1179.763,0.46299999952316284,99.091,1196.383,1.0,106.968,1331.818,0.972000002861023,116.698,1452.142,1.0
536,212.069,300.507,1.0,184.82,402.053,1.0,164.052,505.874,1.0,148.73,594.912,1.0,122.479,740.485,1.0,114.571,837.307,1.0,107.569,957.027,1.0,107.374,1180.055,0.15199999511241913,98.699,1196.285,0.9950000047683716,106.997,1331.738,0.9909999966621399,116.768,1452.625,1.0
537,204.973,307.141,1.0,181.614,402.126,1.0,161.555,509.337,1.0,137.616,588.054,0.9990000128746033,122.837,731.028,0.9779999852180481,115.203,832.641,1.0,101.955,962.856,1.0,107.228,1180.122,0.1120000034570694,92.301,1188.42,0.921999990940094,100.524,1187.821,0.9570000171661377,116.745,1452.58,1.0
538,204.753,299.219,1.0,170.472,404.578,1.0,154.176,509.218,1.0,133.431,642.208,0.8090000152587891,124.829,707.736,0.9520000219345093,115.583,827.722,0.9359999895095825,102.349,963.914,1.0,107.192,1187.666,0.06800000369548798,92.078,1195.829,0.9769999980926514,106.75,1325.092,0.9959999918937683,116.9,1452.741,1.0
539,195.794,314.25,1.0,172.924,405.133,1.0,153.092,515.729,1.0,108.883,869.957,0.996999979019165,124.637,707.92,0.08399999886751175,109.831,820.863,0.9739999771118164,107.907,963.262,1.0,107.329,1203.519,0.2029999941587448,99.445,1203.984,0.9539999961853027,106.587,1324.913,1.0,116.976,1452.336,1.0
540,194.79,306.327,1.0,173.238,394.678,1.0,153.166,501.495,1.0,139.712,600.152,1.0,117.319,715.182,1.0,116.604,831.692,1.0,103.389,956.85,1.0,101.725,1084.546,1.0,100.061,1200.992,1.0,107.55,1317.906,1.0,118.853,1436.699,1.0
541,193.838,308.786,1.0,170.919,395.19,1.0,152.211,500.08,1.0,137.007,602.291,1.0,118.333,713.375,1.0,116.05,832.463,1.0,103.411,956.995,1.0,101.916,1085.251,1.0,100.014,1201.23,1.0,107.205,1317.148,1.0,118.863,1436.415,1.0
542,190.136,309.561,1.0,169.889,397.018,1.0,152.889,500.353,1.0,136.412,600.632,1.0,118.123,713.205,1.0,116.029,833.213,1.0,107.404,957.769,1.0,102.083,1085.595,1.0,100.131,1201.067,1.0,107.406,1317.116,1.0,118.796,1436.779,1.0
543,189.528,308.568,1.0,166.331,397.499,1.0,152.008,499.156,1.0,134.497,598.106,1.0,119.233,715.761,1.0,115.617,832.434,1.0,103.028,957.326,1.0,101.859,1085.895,1.0,99.994,1201.392,1.0,107.26,1316.897,1.0,118.586,1436.846,1.0
544,188.594,308.466,1.0,165.668,399.457,1.0,151.89,497.845,1.0,133.683,598.703,1.0,117.618,715.509,1.0,115.663,831.598,1.0,107.57,957.858,1.0,101.785,1086.135,1.0,99.132,1201.141,1.0,106.734,1315.986,1.0,118.553,1436.86,1.0
545,187.286,314.675,1.0,164.865,404.612,1.0,151.492,496.816,1.0,132.728,602.265,1.0,117.335,715.825,1.0,114.957,832.517,1.0,107.594,957.88,1.0,101.212,1090.32,1.0,98.95,1202.404,1.0,106.951,1316.184,1.0,118.608,1436.865,1.0
546,180.981,314.919,1.0,165.681,401.247,1.0,149.472,498.839,1.0,133.517,589.939,0.996999979019165,123.361,595.211,0.4860000014305115,114.608,832.135,1.0,107.581,957.506,1.0,101.801,1086.051,1.0,99.155,1202.471,1.0,106.979,1316.458,1.0,118.478,1437.208,1.0
547,180.418,305.68,1.0,161.304,408.893,1.0,147.669,503.169,1.0,131.153,587.772,0.8640000224113464,120.658,706.686,1.0,114.071,831.494,1.0,107.518,957.519,1.0,101.389,1090.36,1.0,99.783,1203.719,1.0,107.059,1315.779,1.0,118.262,1437.233,1.0
548,179.438,315.281,1.0,162.641,414.216,1.0,146.321,505.721,1.0,131.985,593.847,0.8809999823570251,116.447,709.27,1.0,114.249,831.797,1.0,107.467,957.415,1.0,101.731,1086.098,1.0,99.85,1203.468,1.0,107.039,1315.716,1.0,118.341,1437.362,1.0
549,179.449,317.388,1.0,155.434,412.341,1.0,146.225,507.569,1.0,124.13,683.979,0.9570000171661377,116.094,691.56,0.824999988079071,110.106,837.334,1.0,107.559,962.771,1.0,101.667,1090.598,1.0,99.95,1202.176,1.0,106.667,1315.068,1.0,117.928,1437.328,1.0
550,180.147,316.522,1.0,154.823,411.835,1.0,146.457,503.148,1.0,124.536,691.629,0.9919999837875366,116.016,699.56,0.7820000052452087,113.651,829.503,1.0,102.203,963.34,1.0,101.911,1091.252,1.0,99.688,1197.235,1.0,106.74,1315.529,1.0,117.769,1437.346,1.0
551,179.565,316.69,1.0,154.599,412.322,1.0,146.872,505.954,1.0,123.041,635.677,0.996999979019165,109.048,707.521,0.9229999780654907,109.741,829.263,1.0,107.188,972.207,1.0,101.969,1091.765,1.0,99.564,1201.779,1.0,106.519,1315.525,1.0,117.723,1437.548,1.0
552,177.159,322.22,1.0,154.264,412.02,1.0,146.789,508.98,1.0,124.732,700.34,0.9129999876022339,108.568,707.742,0.4000000059604645,113.981,829.643,1.0,107.35,972.446,1.0,102.026,1092.648,1.0,99.505,1201.994,1.0,106.593,1325.284,0.9990000128746033,117.814,1437.52,1.0
553,178.743,315.821,1.0,153.931,412.477,1.0,139.488,513.381,1.0,124.523,628.433,0.996999979019165,116.206,762.066,0.9869999885559082,113.502,834.67,1.0,107.449,972.628,1.0,102.114,1093.257,1.0,100.036,1205.292,1.0,107.535,1332.693,0.9980000257492065,117.85,1437.512,1.0
554,178.423,316.219,1.0,154.483,412.0,1.0,141.185,507.2,1.0,122.893,635.45,1.0,108.137,716.235,0.14399999380111694,114.054,829.87,1.0,107.532,972.625,1.0,102.322,1093.939,1.0,100.107,1205.683,1.0,108.199,1332.351,1.0,117.95,1437.427,1.0
555,172.66,317.064,1.0,153.558,412.345,1.0,146.465,507.388,1.0,122.497,636.438,0.9990000128746033,108.141,723.894,0.1509999930858612,113.639,835.249,1.0,107.4,972.49,1.0,102.377,1094.491,1.0,99.194,1206.446,1.0,108.856,1338.241,1.0,117.734,1437.611,1.0
556,172.706,317.458,1.0,154.401,411.603,1.0,140.571,507.388,1.0,122.227,635.837,0.9990000128746033,115.757,716.285,0.578000009059906,113.831,835.751,1.0,107.263,972.341,1.0,101.783,1098.865,1.0,99.795,1211.336,1.0,108.621,1333.994,1.0,117.674,1437.766,1.0
557,172.412,316.879,1.0,154.263,411.455,1.0,138.471,508.995,1.0,123.055,644.428,0.9980000257492065,116.259,715.484,0.9589999914169312,113.827,837.114,1.0,107.172,972.44,1.0,101.811,1098.784,1.0,99.91,1211.347,1.0,108.567,1333.999,1.0,117.649,1437.624,1.0
558,172.362,317.834,1.0,154.476,410.862,1.0,138.619,508.407,1.0,122.14,644.665,1.0,108.102,771.859,0.34700000286102295,114.308,835.945,1.0,107.255,972.612,1.0,101.561,1098.81,1.0,99.732,1211.65,1.0,108.928,1334.37,1.0,117.717,1437.72,1.0
559,172.001,322.941,1.0,154.355,411.549,1.0,138.814,514.145,1.0,122.893,650.98,1.0,115.88,708.147,0.06300000101327896,114.503,837.111,1.0,107.288,972.847,1.0,103.008,1095.331,1.0,99.686,1211.703,1.0,108.486,1334.168,1.0,117.735,1437.809,1.0
560,171.566,322.15,1.0,153.365,413.105,1.0,138.859,516.372,1.0,123.027,644.722,1.0,115.432,755.43,0.9660000205039978,114.361,837.36,1.0,107.459,973.188,1.0,102.842,1095.39,1.0,99.82,1211.559,1.0,107.863,1331.553,1.0,117.831,1437.817,1.0
561,171.798,316.79,1.0,153.273,413.146,1.0,137.852,514.671,1.0,122.419,643.691,1.0,115.698,755.816,0.8489999771118164,114.596,836.859,1.0,107.426,973.268,1.0,102.831,1094.92,1.0,99.926,1206.594,1.0,108.713,1332.248,1.0,117.876,1437.813,1.0
562,171.265,322.473,1.0,153.206,412.815,1.0,138.139,509.232,1.0,123.742,642.349,1.0,116.043,762.29,0.9629999995231628,114.362,835.755,1.0,107.272,973.302,1.0,102.836,1094.859,1.0,100.322,1211.729,1.0,108.476,1332.882,1.0,117.925,1440.986,1.0
563,171.658,317.122,1.0,153.343,417.658,1.0,138.135,509.612,1.0,122.242,643.621,1.0,116.193,762.489,0.0729999989271164,109.073,851.369,1.0,107.258,972.994,1.0,101.961,1098.849,1.0,100.381,1217.624,1.0,107.861,1332.708,1.0,117.8,1438.012,1.0
564,171.581,322.616,1.0,152.296,417.677,1.0,137.608,513.222,1.0,122.899,642.373,1.0,116.22,762.176,0.5870000123977661,109.278,851.321,1.0,107.305,972.994,1.0,101.977,1098.831,1.0,100.125,1213.072,1.0,107.796,1332.643,1.0,117.748,1440.642,1.0
565,171.012,322.466,1.0,153.224,417.286,1.0,137.478,513.882,1.0,122.507,642.43,1.0,116.282,762.628,0.04899999871850014,109.68,851.825,1.0,107.23,972.893,1.0,101.969,1098.805,1.0,100.001,1212.96,1.0,107.871,1333.238,1.0,117.462,1440.984,1.0
566,171.785,315.899,1.0,152.673,413.744,1.0,137.219,513.881,1.0,122.953,644.218,1.0,115.761,762.784,0.777999997138977,109.616,852.404,1.0,107.551,973.021,1.0,101.861,1098.742,1.0,99.954,1212.991,1.0,107.929,1333.458,1.0,117.671,1441.338,1.0
567,170.631,322.837,1.0,152.157,416.796,1.0,137.852,513.947,1.0,122.533,644.64,1.0,107.106,763.081,0.14300000667572021,108.452,858.562,1.0,107.615,973.219,1.0,102.086,1098.843,1.0,100.219,1217.651,1.0,108.088,1333.649,1.0,117.643,1441.681,1.0
568,164.921,323.081,1.0,150.737,414.112,1.0,138.193,514.114,1.0,122.577,644.365,1.0,115.549,779.209,0.953000009059906,108.328,858.958,1.0,107.634,973.163,1.0,102.122,1099.009,1.0,100.628,1218.217,1.0,108.827,1334.798,1.0,117.876,1441.339,1.0
569,164.629,323.285,1.0,150.241,414.602,1.0,138.047,514.152,1.0,122.874,643.256,1.0,106.698,772.296,0.5649999976158142,108.25,858.916,1.0,108.023,978.573,1.0,102.532,1100.484,1.0,100.647,1218.13,1.0,108.576,1334.779,1.0,118.075,1441.341,1.0
570,171.113,316.32,1.0,149.301,414.355,1.0,137.763,515.138,1.0,122.529,644.86,1.0,107.043,772.36,0.09099999815225601,108.083,858.768,1.0,107.974,978.409,1.0,102.498,1100.499,1.0,100.894,1219.005,1.0,108.528,1334.84,1.0,117.874,1438.021,1.0
571,165.428,317.773,1.0,148.907,412.862,1.0,137.243,516.031,1.0,122.709,645.548,1.0,115.756,755.112,1.0,109.029,858.981,1.0,108.05,978.346,1.0,102.515,1100.56,1.0,100.845,1218.718,1.0,108.211,1334.951,1.0,117.81,1438.035,1.0
572,164.346,323.044,1.0,148.531,413.1,1.0,131.686,523.008,1.0,122.831,649.82,1.0,116.143,755.818,1.0,108.19,867.309,1.0,108.061,978.635,1.0,102.528,1100.64,1.0,100.969,1218.883,1.0,108.309,1334.802,1.0,117.838,1437.992,1.0
573,163.778,324.145,1.0,148.364,415.267,1.0,136.917,524.551,1.0,120.998,646.165,1.0,115.805,752.923,1.0,108.034,866.604,1.0,108.127,978.673,1.0,102.539,1100.753,1.0,101.568,1220.152,1.0,107.937,1338.887,1.0,117.839,1438.058,1.0
574,163.751,323.437,1.0,148.129,415.409,1.0,136.35,516.657,1.0,120.43,645.018,1.0,115.937,751.048,1.0,108.417,858.651,1.0,108.136,978.414,1.0,102.542,1100.949,1.0,101.408,1220.017,1.0,108.258,1338.308,1.0,117.88,1438.048,1.0
