scorer,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,point1,point1,point1,point2,point2,point2,point3,point3,point3,point4,point4,point4,point5,point5,point5,point6,point6,point6,point7,point7,point7,point8,point8,point8,point9,point9,point9,point10,point10,point10,point11,point11,point11,point12,point12,point12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
2027,192.036,51.355,1.0,191.006,67.016,1.0,190.755,79.789,1.0,190.621,97.288,1.0,190.682,113.11,1.0,189.552,125.415,1.0,189.275,138.618,1.0,186.711,149.382,1.0,184.55,168.073,1.0,184.628,191.666,1.0,181.817,208.12,1.0,177.798,223.255,1.0
2028,192.082,51.36,1.0,191.184,67.226,1.0,191.275,79.59,1.0,191.081,97.356,1.0,191.085,113.07,1.0,189.474,124.872,1.0,189.174,138.182,1.0,188.334,153.407,1.0,184.53,167.548,1.0,184.681,191.337,1.0,181.826,208.118,1.0,177.131,223.643,1.0
2029,192.302,51.8,1.0,191.24,66.687,1.0,191.188,80.041,1.0,190.968,96.424,1.0,190.977,112.123,1.0,189.528,125.118,1.0,189.073,138.573,1.0,186.458,148.842,1.0,183.742,167.9,1.0,183.934,191.806,1.0,181.034,208.338,1.0,176.858,223.908,1.0
2030,192.268,51.576,1.0,191.136,67.041,1.0,191.015,79.739,1.0,190.757,96.793,1.0,190.712,112.28,1.0,189.462,124.815,1.0,188.818,138.009,1.0,187.706,153.394,1.0,183.479,167.224,1.0,183.901,191.456,1.0,180.915,208.101,1.0,176.677,223.466,1.0
2031,192.179,51.715,1.0,191.159,67.059,1.0,191.031,80.126,1.0,190.936,96.885,1.0,190.91,112.479,1.0,189.476,125.102,1.0,188.778,138.364,1.0,187.687,153.768,1.0,183.75,167.44,1.0,183.916,191.793,1.0,180.849,208.308,1.0,176.847,223.668,1.0
2032,192.199,51.548,1.0,191.175,67.159,1.0,191.011,79.805,1.0,190.937,97.008,1.0,190.852,112.852,1.0,189.349,125.269,1.0,188.786,138.676,1.0,186.096,148.839,1.0,183.943,167.92,1.0,183.98,192.192,1.0,180.861,208.316,1.0,176.863,223.815,1.0
2033,192.229,51.662,1.0,191.253,67.116,1.0,191.068,79.998,1.0,190.986,97.088,1.0,190.862,112.879,1.0,189.464,125.466,1.0,188.881,138.657,1.0,186.411,148.967,1.0,184.275,167.738,1.0,184.573,191.636,1.0,181.512,208.133,1.0,177.086,223.69,1.0
2034,192.268,51.624,1.0,191.28,67.06,1.0,191.165,79.902,1.0,191.045,96.916,1.0,190.851,112.773,1.0,189.358,125.397,1.0,189.081,138.762,1.0,186.305,149.038,1.0,184.237,167.982,1.0,184.319,192.154,1.0,181.337,208.38,1.0,177.247,224.082,1.0
2035,192.144,51.689,1.0,191.311,67.192,1.0,191.277,80.255,1.0,191.225,97.148,1.0,190.908,112.993,1.0,189.503,125.402,1.0,189.058,138.925,1.0,186.266,148.838,1.0,183.974,167.601,1.0,184.164,191.858,1.0,181.337,208.127,1.0,177.29,223.992,1.0
2036,192.08,51.857,1.0,191.315,67.452,1.0,191.337,80.675,1.0,191.252,97.432,1.0,190.8,113.123,1.0,189.575,125.552,1.0,188.925,139.054,1.0,186.302,148.934,1.0,183.69,167.832,1.0,184.081,191.513,1.0,181.013,208.433,1.0,177.119,223.921,1.0
2037,192.12,51.695,1.0,191.268,67.489,1.0,191.327,80.353,1.0,191.27,97.589,1.0,190.744,113.42,1.0,189.676,125.748,1.0,188.885,139.192,1.0,186.19,148.949,1.0,184.08,168.15,1.0,184.117,191.637,1.0,181.082,208.118,1.0,176.948,224.005,1.0
2038,192.155,51.724,1.0,191.366,67.263,1.0,191.452,80.536,1.0,191.425,97.362,1.0,190.674,113.468,1.0,189.703,126.201,1.0,189.048,139.604,1.0,185.989,149.55,1.0,184.222,168.625,1.0,184.11,191.842,1.0,181.289,208.135,1.0,176.957,223.857,1.0
2039,192.131,51.757,1.0,191.377,67.283,1.0,191.451,80.425,1.0,191.27,97.315,1.0,190.638,113.453,1.0,189.702,125.772,1.0,189.027,139.164,1.0,186.226,149.378,1.0,184.547,168.7,1.0,184.414,192.024,1.0,181.405,208.133,1.0,177.297,223.692,1.0
2040,192.102,51.61,1.0,190.976,66.999,1.0,190.705,79.61,1.0,190.574,97.258,1.0,190.648,113.191,1.0,189.375,125.54,1.0,188.902,138.582,1.0,188.041,153.599,1.0,184.136,167.407,1.0,184.416,191.277,1.0,181.351,208.545,1.0,176.786,224.147,1.0
2041,192.079,51.778,1.0,190.961,67.063,1.0,190.799,79.937,1.0,190.659,97.095,1.0,190.865,112.79,1.0,189.56,125.354,1.0,189.009,138.516,1.0,188.054,153.524,1.0,184.123,167.456,1.0,184.438,191.3,1.0,181.468,208.196,1.0,176.904,223.732,1.0
2042,192.033,51.714,1.0,191.019,67.249,1.0,190.882,80.075,1.0,190.757,97.354,1.0,191.006,112.918,1.0,189.538,125.298,1.0,189.153,138.462,1.0,188.12,153.589,1.0,184.028,167.342,1.0,184.35,191.473,1.0,181.386,208.33,1.0,176.955,223.949,1.0
2043,192.042,51.672,1.0,191.115,67.168,1.0,190.945,79.883,1.0,190.622,97.261,1.0,190.692,112.709,1.0,189.472,125.026,1.0,188.968,137.859,1.0,187.941,153.125,1.0,184.179,167.416,1.0,184.285,191.005,1.0,181.107,207.916,1.0,177.729,222.403,1.0
2044,192.129,51.84,1.0,191.077,66.965,1.0,190.923,79.936,1.0,190.534,96.827,1.0,190.751,112.15,1.0,189.634,124.894,1.0,189.028,138.067,1.0,188.058,153.346,1.0,183.686,167.411,1.0,183.97,190.916,1.0,181.137,207.751,1.0,177.541,222.285,1.0
2045,192.238,51.843,1.0,191.182,66.807,1.0,190.992,79.889,1.0,190.692,96.713,1.0,191.084,111.958,1.0,189.782,124.858,1.0,189.137,137.835,1.0,187.955,153.231,1.0,183.86,167.04,1.0,184.285,190.946,1.0,181.018,208.255,1.0,177.83,222.302,1.0
2046,192.241,51.882,1.0,191.155,66.872,1.0,191.001,79.944,1.0,190.767,96.72,1.0,190.974,112.07,1.0,189.702,124.921,1.0,189.239,137.848,1.0,188.092,153.303,1.0,183.997,167.308,1.0,184.596,191.046,1.0,181.645,207.818,1.0,178.222,222.361,1.0
2047,192.161,51.742,1.0,191.171,66.989,1.0,191.08,79.905,1.0,190.886,96.924,1.0,190.835,112.576,1.0,189.718,125.202,1.0,189.288,138.267,1.0,187.054,149.306,1.0,184.785,168.096,1.0,184.765,191.544,1.0,181.648,208.049,1.0,178.406,222.442,1.0
2048,192.144,51.734,1.0,191.211,67.01,1.0,191.244,80.167,1.0,191.006,97.016,1.0,190.915,112.432,1.0,189.917,125.03,1.0,189.514,138.357,1.0,187.11,149.239,1.0,184.16,167.536,1.0,184.26,191.596,1.0,181.323,207.96,1.0,177.86,222.692,1.0
2049,192.197,51.568,1.0,191.099,67.036,1.0,190.936,79.702,1.0,190.767,97.097,1.0,190.722,112.696,1.0,189.609,125.153,1.0,189.08,138.536,1.0,186.541,149.006,1.0,184.051,168.007,1.0,184.004,191.61,1.0,181.1,208.18,1.0,176.584,223.843,1.0
2050,192.137,51.465,1.0,191.196,67.024,1.0,191.004,79.865,1.0,190.953,97.237,1.0,190.951,112.928,1.0,189.672,125.265,1.0,189.174,138.575,1.0,186.546,148.867,1.0,184.187,168.134,1.0,183.846,191.6,1.0,181.176,208.011,1.0,177.547,222.594,1.0
2051,192.191,51.566,1.0,191.192,66.936,1.0,191.115,79.878,1.0,191.107,97.055,1.0,191.185,112.714,1.0,189.9,125.115,1.0,189.44,138.445,1.0,186.767,148.893,1.0,184.74,168.47,1.0,184.513,191.876,1.0,181.461,207.97,1.0,177.35,223.523,1.0
2052,192.101,50.99,1.0,190.826,67.299,1.0,190.704,79.102,1.0,190.591,97.716,1.0,190.782,113.332,1.0,189.364,125.311,1.0,189.048,138.307,1.0,188.123,153.247,1.0,184.499,167.262,1.0,184.89,191.308,1.0,181.527,208.476,1.0,177.046,223.603,1.0
2053,192.202,51.294,1.0,190.9,67.018,1.0,190.696,79.377,1.0,190.793,97.37,1.0,190.968,113.188,1.0,189.432,125.31,1.0,189.184,138.379,1.0,188.19,153.295,1.0,184.688,167.435,1.0,184.903,191.101,1.0,181.489,208.339,1.0,177.145,223.561,1.0
2054,192.177,51.494,1.0,190.959,66.981,1.0,190.879,79.62,1.0,191.007,97.179,1.0,190.968,113.064,1.0,189.611,125.406,1.0,189.307,138.624,1.0,186.729,149.152,1.0,184.648,167.837,1.0,184.729,191.1,1.0,181.427,208.282,1.0,178.18,222.455,1.0
2055,192.208,51.432,1.0,190.933,66.816,1.0,191.307,80.296,1.0,190.924,97.022,1.0,191.053,112.82,1.0,189.492,125.12,1.0,189.203,138.184,1.0,188.095,153.322,1.0,183.985,167.347,1.0,184.444,190.675,1.0,181.415,207.941,1.0,177.684,222.453,1.0
2056,192.237,51.289,1.0,190.966,66.675,1.0,190.896,79.737,1.0,190.933,96.899,1.0,190.884,112.695,1.0,189.76,125.332,1.0,189.358,138.674,1.0,186.756,149.467,1.0,184.323,168.419,1.0,183.667,191.271,1.0,180.41,207.464,1.0,175.267,222.938,1.0
2057,192.268,51.72,1.0,190.932,66.752,1.0,190.661,80.406,1.0,190.815,96.861,1.0,190.366,112.808,1.0,189.382,125.811,1.0,188.381,139.282,1.0,185.19,149.223,1.0,183.29,168.477,1.0,182.359,191.113,1.0,179.635,208.23,1.0,176.815,223.012,1.0
2058,192.47,51.895,1.0,191.184,66.054,1.0,191.592,80.13,1.0,191.12,95.958,1.0,191.159,112.082,1.0,189.434,125.812,1.0,188.533,138.863,1.0,185.392,149.141,1.0,182.774,168.03,1.0,181.819,190.849,1.0,178.869,208.274,1.0,174.785,223.811,1.0
2059,192.304,51.597,1.0,191.008,66.609,1.0,190.662,80.119,1.0,190.76,96.618,1.0,190.693,112.437,1.0,189.216,125.845,1.0,188.428,139.45,1.0,185.122,149.393,1.0,182.859,168.328,1.0,182.063,191.848,1.0,179.117,208.033,1.0,175.228,224.018,1.0
2060,192.429,51.806,1.0,191.175,66.298,1.0,191.531,80.196,1.0,190.722,96.06,1.0,190.767,111.791,1.0,189.422,125.388,1.0,188.797,138.719,1.0,185.768,149.116,1.0,183.053,168.026,1.0,182.983,191.707,1.0,180.335,207.627,1.0,176.66,223.211,1.0
2061,192.412,51.515,1.0,191.136,66.587,1.0,191.49,80.158,1.0,190.716,96.459,1.0,191.35,111.852,1.0,189.704,124.806,1.0,189.623,137.492,1.0,188.329,153.12,1.0,183.649,167.053,1.0,184.378,191.664,1.0,181.222,208.658,1.0,176.968,223.689,1.0
2062,192.243,51.331,1.0,191.084,66.981,1.0,190.885,79.381,1.0,190.857,97.25,1.0,191.3,112.786,1.0,189.902,124.844,1.0,189.73,137.707,1.0,188.913,153.024,1.0,184.866,167.416,1.0,185.16,191.693,1.0,182.199,208.496,1.0,178.093,223.585,1.0
2063,192.38,51.552,1.0,191.143,66.724,1.0,191.037,79.55,1.0,190.976,96.783,1.0,191.252,112.393,1.0,189.877,124.993,1.0,189.928,138.085,1.0,186.911,149.157,1.0,184.233,167.389,1.0,184.305,191.638,1.0,181.053,208.301,1.0,177.709,222.415,1.0
2064,191.882,51.622,1.0,191.143,67.354,1.0,191.024,80.79,1.0,190.882,97.648,1.0,190.426,113.515,1.0,189.593,125.721,1.0,188.834,139.232,1.0,186.255,149.277,1.0,183.632,168.275,1.0,182.885,191.283,1.0,180.173,208.04,1.0,175.658,222.851,1.0
2065,192.057,51.75,1.0,191.149,66.998,1.0,191.039,80.7,1.0,190.961,96.952,1.0,190.697,112.91,1.0,189.483,125.804,1.0,188.663,139.458,1.0,185.553,149.483,1.0,182.962,168.06,1.0,182.196,191.988,1.0,179.359,208.19,1.0,176.251,223.097,1.0
2066,192.056,51.838,1.0,191.261,66.926,1.0,191.043,80.841,1.0,190.926,96.922,1.0,190.55,113.066,1.0,189.462,125.997,1.0,188.855,139.486,1.0,185.634,149.586,1.0,182.858,167.934,1.0,182.265,191.883,1.0,179.372,208.257,1.0,175.246,223.982,1.0
2067,191.994,51.901,1.0,191.29,66.956,1.0,190.992,81.079,1.0,190.869,97.109,1.0,190.985,112.583,1.0,189.554,125.399,1.0,189.496,138.778,1.0,186.783,149.188,1.0,183.775,167.895,1.0,183.974,191.975,1.0,181.203,208.314,1.0,176.966,223.709,1.0
2068,192.031,51.607,1.0,191.289,66.967,1.0,191.189,80.377,1.0,190.952,97.26,1.0,190.94,112.897,1.0,189.831,125.227,1.0,189.747,138.442,1.0,187.062,149.312,1.0,184.902,168.345,1.0,184.587,192.174,1.0,181.659,208.358,1.0,177.376,223.945,1.0
2069,192.068,51.725,1.0,191.171,66.85,1.0,191.037,80.264,1.0,190.88,96.948,1.0,191.224,112.486,1.0,189.691,125.186,1.0,189.589,138.334,1.0,187.088,149.328,1.0,184.549,168.074,1.0,184.596,192.002,1.0,181.442,208.56,1.0,177.129,224.024,1.0
2070,192.071,51.733,1.0,191.166,66.829,1.0,191.018,80.199,1.0,190.848,96.956,1.0,191.001,112.408,1.0,189.606,125.301,1.0,189.218,138.419,1.0,186.714,149.051,1.0,183.69,167.687,1.0,183.78,191.428,1.0,180.594,208.283,1.0,175.95,223.918,1.0
2071,192.169,51.784,1.0,191.228,66.701,1.0,191.089,80.251,1.0,190.571,96.686,1.0,190.49,112.109,1.0,189.505,125.009,1.0,188.594,138.087,1.0,186.1,148.799,1.0,182.993,167.567,1.0,182.693,191.146,1.0,180.118,208.096,1.0,176.381,222.997,1.0
2072,192.061,51.816,1.0,191.204,66.843,1.0,191.018,80.946,1.0,190.733,97.073,1.0,190.205,112.902,1.0,189.627,126.032,1.0,188.489,139.61,1.0,185.899,149.711,1.0,183.171,168.475,1.0,182.167,191.646,1.0,179.729,207.844,1.0,175.429,224.088,1.0
2073,192.059,51.935,1.0,191.284,66.785,1.0,191.161,81.186,1.0,190.779,96.978,1.0,190.409,112.339,1.0,189.878,125.555,1.0,188.655,139.065,1.0,186.006,149.271,1.0,183.4,168.703,1.0,182.475,191.826,1.0,179.86,208.125,1.0,176.471,223.347,1.0
2074,192.085,51.773,1.0,191.29,67.037,1.0,191.039,80.578,1.0,190.769,97.111,1.0,190.624,112.668,1.0,189.508,125.46,1.0,189.059,138.913,1.0,186.409,149.374,1.0,183.831,168.689,1.0,183.234,192.126,1.0,180.32,208.162,1.0,175.877,224.206,1.0
2075,192.189,51.908,1.0,191.282,66.726,1.0,190.968,80.709,1.0,190.742,96.658,1.0,190.839,112.033,1.0,189.879,125.313,1.0,189.427,138.854,1.0,186.737,149.767,1.0,184.246,169.121,1.0,183.765,192.556,1.0,181.09,208.613,1.0,176.909,224.471,1.0
2076,192.434,51.749,1.0,191.232,66.137,1.0,191.725,79.893,1.0,191.121,95.96,1.0,191.412,111.928,1.0,189.756,125.3,1.0,189.303,138.77,1.0,186.884,149.523,1.0,183.934,168.095,1.0,183.869,191.51,1.0,180.927,208.224,1.0,176.231,224.051,1.0
2077,192.376,51.79,1.0,191.164,66.221,1.0,191.661,79.998,1.0,191.03,95.942,1.0,191.349,111.781,1.0,189.61,125.059,1.0,189.127,138.558,1.0,186.615,149.435,1.0,183.259,167.723,1.0,183.313,191.411,1.0,180.315,208.311,1.0,175.895,224.098,1.0
2078,192.364,51.859,1.0,191.186,66.288,1.0,191.061,80.013,1.0,190.944,96.108,1.0,191.134,112.05,1.0,189.812,125.441,1.0,188.896,138.816,1.0,186.356,149.225,1.0,183.151,167.907,1.0,182.935,191.591,1.0,180.13,208.177,1.0,176.334,223.119,1.0
2079,192.29,51.832,1.0,191.087,66.669,1.0,190.889,80.139,1.0,190.848,96.418,1.0,190.924,112.332,1.0,189.602,125.403,1.0,188.836,138.76,1.0,186.637,149.132,1.0,183.507,168.042,1.0,183.204,191.776,1.0,180.355,208.014,1.0,175.913,224.166,1.0
2080,192.237,51.932,1.0,191.159,66.689,1.0,191.062,80.261,1.0,191.245,96.473,1.0,191.066,112.613,1.0,189.745,125.702,1.0,189.322,139.159,1.0,186.842,149.603,1.0,184.412,168.383,1.0,183.981,191.902,1.0,180.826,207.893,1.0,177.191,222.814,1.0
2081,192.234,51.858,1.0,191.107,66.703,1.0,191.07,79.975,1.0,191.298,96.517,1.0,191.277,112.538,1.0,189.766,125.653,1.0,189.244,139.041,1.0,186.553,149.329,1.0,184.081,168.309,1.0,183.843,191.696,1.0,180.844,208.122,1.0,176.474,223.655,1.0
2082,192.212,51.786,1.0,191.211,66.86,1.0,191.258,80.163,1.0,191.38,96.677,1.0,191.157,112.775,1.0,189.659,125.707,1.0,189.31,139.058,1.0,186.542,149.325,1.0,183.9,168.03,1.0,183.549,191.822,1.0,180.65,208.042,1.0,176.802,223.11,1.0
2083,192.198,51.834,1.0,191.186,66.842,1.0,191.175,80.173,1.0,191.211,96.697,1.0,191.005,112.565,1.0,189.756,125.554,1.0,189.136,139.055,1.0,186.37,149.249,1.0,183.189,167.799,1.0,183.242,191.417,1.0,180.358,207.945,1.0,176.178,223.022,1.0
2084,192.292,51.867,1.0,191.234,66.642,1.0,191.207,79.98,1.0,191.334,96.396,1.0,191.074,112.556,1.0,189.727,125.671,1.0,189.127,139.019,1.0,186.068,149.135,1.0,183.433,167.864,1.0,183.168,191.394,1.0,180.215,208.281,1.0,176.24,223.008,1.0
2085,192.321,51.927,1.0,191.277,66.525,1.0,191.291,80.124,1.0,191.506,96.418,1.0,191.164,112.678,1.0,189.771,125.833,1.0,189.217,139.19,1.0,186.253,149.408,1.0,183.603,168.171,1.0,183.189,191.518,1.0,180.38,208.005,1.0,176.097,222.943,1.0
2086,192.355,51.744,1.0,191.242,66.639,1.0,191.69,80.316,1.0,191.327,96.427,1.0,191.182,112.552,1.0,189.855,125.698,1.0,189.271,139.054,1.0,186.312,149.401,1.0,183.983,168.436,1.0,183.576,191.703,1.0,180.706,208.16,1.0,177.057,222.829,1.0
2087,192.176,51.716,1.0,191.235,66.98,1.0,191.407,80.163,1.0,191.647,96.863,1.0,191.402,112.816,1.0,189.718,125.775,1.0,189.609,139.283,1.0,186.48,149.445,1.0,183.973,168.715,1.0,183.776,192.462,1.0,180.683,207.94,1.0,176.331,223.831,1.0
2088,192.121,51.632,1.0,191.047,67.118,1.0,190.805,79.745,1.0,190.92,97.027,1.0,190.999,112.826,1.0,189.308,125.378,1.0,189.128,138.861,1.0,186.253,148.961,1.0,184.006,168.412,1.0,183.216,191.453,1.0,180.039,208.089,1.0,176.446,222.932,1.0
2089,192.182,51.454,1.0,190.943,67.027,1.0,190.65,79.48,1.0,190.433,96.967,1.0,190.369,112.871,1.0,189.466,125.329,1.0,188.668,138.81,1.0,186.429,149.219,1.0,183.638,167.953,1.0,183.272,191.367,1.0,180.353,207.881,1.0,176.411,222.876,1.0
2090,192.082,51.553,1.0,190.947,66.926,1.0,190.789,79.801,1.0,190.689,97.07,1.0,190.637,112.988,1.0,189.719,125.578,1.0,188.674,139.045,1.0,186.49,149.189,1.0,184.09,167.987,1.0,183.468,191.368,1.0,180.433,207.924,1.0,176.495,222.871,1.0
2091,192.105,51.516,1.0,190.944,66.956,1.0,190.772,79.901,1.0,190.617,97.066,1.0,190.522,113.001,1.0,189.695,125.492,1.0,188.885,139.079,1.0,186.45,149.16,1.0,184.604,168.935,1.0,183.39,191.853,1.0,180.558,207.984,1.0,176.715,222.995,1.0
2092,192.046,51.761,1.0,191.039,66.945,1.0,190.896,80.494,1.0,190.917,96.984,1.0,190.695,112.859,1.0,189.867,125.568,1.0,189.153,139.109,1.0,186.57,149.241,1.0,184.413,168.759,1.0,183.93,191.885,1.0,180.837,208.221,1.0,176.359,223.837,1.0
2093,192.025,51.759,1.0,191.088,66.882,1.0,190.953,80.457,1.0,190.971,96.982,1.0,190.858,112.827,1.0,190.036,125.402,1.0,189.227,139.002,1.0,186.732,149.273,1.0,184.566,168.887,1.0,184.037,191.661,1.0,180.648,208.237,1.0,176.216,223.835,1.0
2094,191.966,51.695,1.0,191.103,67.002,1.0,190.97,80.677,1.0,190.991,97.195,1.0,190.962,112.767,1.0,189.998,125.386,1.0,189.365,138.852,1.0,186.593,149.092,1.0,184.407,168.477,1.0,184.154,191.438,1.0,181.011,208.079,1.0,176.415,223.686,1.0
2095,191.944,51.711,1.0,191.013,67.091,1.0,190.837,80.709,1.0,190.981,97.325,1.0,190.931,112.954,1.0,189.821,125.673,1.0,189.281,139.062,1.0,186.488,149.319,1.0,184.238,168.32,1.0,184.129,191.415,1.0,180.782,207.985,1.0,177.218,222.89,1.0
2096,191.944,51.699,1.0,191.031,67.09,1.0,190.811,80.619,1.0,190.757,97.287,1.0,190.605,112.965,1.0,189.689,125.605,1.0,189.147,138.974,1.0,186.427,149.3,1.0,183.933,168.411,1.0,183.478,191.688,1.0,180.342,208.292,1.0,176.814,222.889,1.0
2097,192.003,51.773,1.0,191.031,66.972,1.0,190.766,80.529,1.0,190.764,97.195,1.0,190.753,112.848,1.0,189.895,125.49,1.0,189.233,138.759,1.0,186.418,149.163,1.0,184.073,168.353,1.0,183.755,191.375,1.0,180.584,208.351,1.0,176.964,222.713,1.0
2098,192.056,51.881,1.0,191.027,66.905,1.0,190.703,80.594,1.0,190.741,97.057,1.0,190.782,112.781,1.0,189.725,125.848,1.0,189.272,139.333,1.0,186.167,149.407,1.0,183.939,168.687,1.0,184.005,191.809,1.0,180.658,208.395,1.0,176.528,223.751,1.0
2099,191.977,51.83,1.0,191.003,67.113,1.0,190.637,80.635,1.0,190.815,97.315,1.0,190.782,113.162,1.0,189.547,126.047,1.0,189.245,139.648,1.0,186.113,149.427,1.0,183.92,168.7,1.0,183.97,192.293,1.0,180.614,208.693,1.0,176.7,224.003,1.0
2100,192.051,51.83,1.0,191.132,67.081,1.0,190.949,80.305,1.0,190.892,96.907,1.0,190.927,112.515,1.0,189.447,125.264,1.0,188.928,138.549,1.0,186.416,149.098,1.0,184.125,167.846,1.0,183.266,191.747,1.0,180.547,207.783,1.0,176.677,223.018,1.0
2101,191.979,51.909,1.0,191.201,66.797,1.0,191.113,80.768,1.0,191.055,96.748,1.0,191.086,112.198,1.0,189.755,125.11,1.0,189.247,138.406,1.0,186.603,148.952,1.0,183.937,167.802,1.0,182.929,191.677,1.0,180.355,207.546,1.0,176.259,222.947,1.0
2102,192.147,51.845,1.0,191.111,66.959,1.0,190.845,80.452,1.0,190.832,96.836,1.0,190.585,112.722,1.0,189.326,125.799,1.0,188.703,139.046,1.0,186.323,149.355,1.0,183.843,167.97,1.0,182.909,191.881,1.0,180.253,207.813,1.0,176.196,223.008,1.0
2103,192.055,51.849,1.0,191.076,67.158,1.0,190.809,80.677,1.0,190.917,97.177,1.0,190.748,112.964,1.0,189.68,125.828,1.0,188.929,139.277,1.0,186.337,149.582,1.0,183.973,168.423,1.0,182.847,192.168,1.0,180.332,207.72,1.0,176.828,223.15,1.0
2104,192.102,51.936,1.0,191.058,66.937,1.0,190.929,80.518,1.0,190.972,96.863,1.0,191.323,112.169,1.0,189.891,125.232,1.0,189.19,138.381,1.0,186.227,149.118,1.0,183.947,167.732,1.0,183.473,191.477,1.0,180.626,207.802,1.0,176.723,222.899,1.0
2105,191.983,51.889,1.0,190.964,67.089,1.0,190.772,80.464,1.0,190.843,97.146,1.0,191.147,112.616,1.0,189.781,125.536,1.0,189.102,138.953,1.0,186.159,149.395,1.0,183.879,168.229,1.0,183.345,191.969,1.0,180.5,207.691,1.0,176.76,223.043,1.0
2106,191.99,51.89,1.0,190.947,67.06,1.0,190.79,80.407,1.0,190.711,96.891,1.0,191.031,111.965,1.0,189.734,124.96,1.0,189.112,138.357,1.0,187.705,153.554,1.0,183.113,167.252,1.0,183.323,191.37,1.0,180.753,207.666,1.0,176.756,222.982,1.0
2107,191.902,51.904,1.0,190.969,67.209,1.0,190.815,80.549,1.0,190.798,97.198,1.0,190.936,112.467,1.0,189.772,125.139,1.0,189.352,138.438,1.0,187.899,153.745,1.0,183.384,167.397,1.0,183.369,191.359,1.0,180.251,208.223,1.0,175.7,224.279,1.0
2108,191.857,51.885,1.0,190.986,67.204,1.0,190.927,80.791,1.0,190.913,97.252,1.0,190.881,112.645,1.0,189.967,125.386,1.0,189.306,139.061,1.0,186.2,149.354,1.0,183.544,167.997,1.0,183.245,191.512,1.0,180.228,208.182,1.0,175.729,224.144,1.0
2109,191.746,51.943,1.0,191.012,67.313,1.0,190.901,80.904,1.0,191.015,97.423,1.0,190.827,113.123,1.0,189.813,125.73,1.0,189.383,139.445,1.0,186.181,149.49,1.0,183.841,167.999,1.0,183.402,191.548,1.0,180.595,208.044,1.0,176.123,223.935,1.0
2110,191.804,52.092,1.0,191.097,67.186,1.0,191.01,81.165,1.0,191.282,97.234,1.0,191.06,112.958,1.0,189.901,125.792,1.0,189.459,139.491,1.0,185.962,149.415,1.0,183.899,168.157,1.0,183.652,191.961,1.0,180.622,208.425,1.0,176.234,223.907,1.0
